Fraud,ID,Status ,Age,Sex,Race,Hispanic,Education,HigherEducation,Employment,Monthly_income,Annual_Income,Marital_Status,Years_Married,Children,Previously_Married,Citizenship,Address,City,State,Zip_Code,Previously_Denied_Visa,Foreign_Residence_Requirement,History_of_Crime,Expiration_Date_of_Passport,Date_of_Marriage,Expired_Passport_Marriage,Spouse_DOB,Spouse_Status,Spouse_Sex,Spouse_Age,Spouse_Annual_Income,Spouse_History_of_Crime
Yes,585-467-510,US Citizen,38,M,African American,No,college,No,FT,"$9,290 ","$111,480 ",Married,15,0,Yes,United States,5025 Washington Ave #992,Salem,IA,50315,No,No,No,2/8/2017,2/11/2024,Yes,10/1/1984,Immigrant,F,37,"$113,898.00",No
Yes,465-530-762,US Citizen,23,M,African American,No,college,No,FT,"$12,179 ","$146,148 ",Married,3,0,Yes,United States,2 Se 15th St #973,Warminster,NJ,7660,No,No,Yes,5/2/2020,4/18/2020,No,2/13/1995,Immigrant,F,26,"$152,240.00",Yes
Yes,961-174-648,US Citizen,33,F,African American,No,college,No,FT,"$15,563 ","$186,756 ",Divorced,6,0,No,United States,3622 Careyland Ave,Copperas Cove,NJ,8611,No,Yes,Yes,7/7/2016,11/11/2019,Yes,12/19/1986,Immigrant,M,35,"$61,220.00",Yes
Yes,287-571-854,US Citizen,40,F,African American,No,college,No,FT,"$8,972 ","$107,664 ",Married,10,0,Yes,United States,492 South Roffee Ave,Deerside,IA,50322,No,No,Yes,8/5/2020,4/4/2023,Yes,11/26/1995,Immigrant,M,26,"$199,498.00",Yes
Yes,321-210-435,US Citizen,39,F,African American,No,BS,Yes,FT,"$5,442 ","$65,304 ",Married,4,0,Yes,United States,83 S Beverlyth St,Jackson,IA,50701,No,Yes,Yes,1/2/2025,7/13/2025,Yes,2/20/1994,Immigrant,M,27,"$78,839.00",Yes
Yes,818-806-512,US Citizen,22,M,African American,No,college,No,Unemployed,$0 ,$0 ,Divorced,3,0,No,United States,9 E 14th St,Miami,NJ,8611,No,Yes,No,6/18/2021,3/20/2018,No,12/14/1991,Immigrant,F,30,"$192,156.00",Yes
Yes,120-171-647,Immigrant,36,M,White,No,MA,Yes,FT,"$12,408 ","$148,896 ",Married,9,0,No,Dominican Republic,36 W 6th St,Norwood,OH,45324,Yes,Yes,Yes,3/31/2021,12/26/2024,Yes,9/20/1997,US Citizen,F,24,"$46,205.00",No
Yes,325-332-902,US Citizen,22,F,Hispanic,No,college,No,PT,"$1,204 ","$14,448 ",Married,7,0,Yes,United States,3388 Eagle Lane ,Green Bay,IA,50701,Yes,No,No,7/3/2017,4/7/2018,Yes,6/12/1989,Immigrant,M,32,"$95,169.00",Yes
Yes,547-630-440,US Citizen,24,F,African American,No,college,No,FT,"$5,254 ","$63,048 ",Divorced,5,0,No,United States,808 Glenwood Street ,New York,TX,76301,No,Yes,Yes,5/28/2019,7/8/2020,Yes,11/16/1996,Immigrant,M,25,"$87,270.00",No
Yes,722-440-478,US Citizen,27,F,African American,No,college,No,FT,"$9,504 ","$114,048 ",Married,14,0,No,United States,92 Creekside Lane ,Garden City,NJ,7660,No,Yes,No,9/15/2024,1/10/2023,No,8/22/1971,Immigrant,M,50,"$77,058.00",Yes
Yes,177-634-501,Immigrant,37,M,African American,No,BA,Yes,FT,"$16,249 ","$194,988 ",Divorced,3,0,Yes,Mexico,993 13 St Margaret Hill Street ,Syosset,NJ,8611,No,Yes,No,4/11/2021,2/8/2025,Yes,2/10/1987,US Citizen,F,34,"$46,036.00",No
Yes,270-973-499,Immigrant,30,F,African American,No,BA,Yes,Unemployed,"$8,468 ","$101,616 ",Divorced,10,0,No,Philippines,76595 E 4192nd St,Alpharetta,IN,46804,No,No,Yes,4/23/2019,11/7/2024,Yes,3/23/1972,US Citizen,M,49,"$36,924.00",No
Yes,132-202-109,Immigrant,34,M,White,No,MA,Yes,FT,"$11,596 ","$139,152 ",Married,2,0,No,Mexico,33852 Goldstonet ,Hopdar,MA,33010,No,No,Yes,11/20/2024,2/16/2018,No,7/21/1972,US Citizen,F,49,"$37,455.00",No
Yes,178-253-989,US Citizen,31,F,African American,No,college,No,FT,"$15,598 ","$187,176 ",Married,10,0,Yes,United States,50 State St,Canton,NV,89701,No,Yes,Yes,10/7/2022,8/3/2019,No,11/27/1993,Immigrant,M,28,"$83,043.00",Yes
Yes,389-687-545,US Citizen,22,M,African American,No,college,No,FT,"$8,818 ","$105,816 ",Married,5,0,Yes,United States,6 Fieldstone Ave,Clarksington,NJ,8611,No,Yes,Yes,7/20/2021,11/9/2019,No,7/16/1988,Immigrant,F,33,"$126,137.00",Yes
Yes,461-777-354,Immigrant,29,M,African American,No,BA,Yes,FT,"$13,163 ","$157,956 ",Married,11,0,No,Philippines,61 Elizabeth St ,Niceville,CA,91776,No,No,Yes,8/26/2024,5/28/2023,No,4/4/1984,US Citizen,F,37,"$44,367.00",No
Yes,522-733-388,US Citizen,43,F,White,No,college,No,FT,"$9,537 ","$114,444 ",Divorced,5,0,Yes,United States,2849 Jeall St,Newark,IN,70060,No,Yes,Yes,12/28/2021,1/9/2016,No,11/23/1989,Immigrant,M,32,"$61,077.00",No
Yes,597-348-531,US Citizen,29,F,African American,No,college,No,FT,"$6,980 ","$83,760 ",Married,1,0,Yes,United States,9219 Brickell Avenue ,Providence,IN,46804,No,Yes,Yes,9/21/2017,10/4/2018,Yes,7/3/1988,Immigrant,M,33,"$99,167.00",No
Yes,166-555-220,US Citizen,26,F,African American,No,college,No,FT,"$7,306 ","$87,672 ",Divorced,10,0,Yes,United States,65 Mountain View Dr,Whippany,NJ,8611,Yes,Yes,Yes,9/7/2022,10/26/2019,No,8/8/1990,Immigrant,M,31,"$65,761.00",Yes
Yes,503-105-437,US Citizen,26,F,Hispanic,Yes,college,No,FT,"$7,272 ","$87,264 ",Married,7,0,Yes,United States,61 13 E Carrillo St,Philadelphia,MT,8611,Yes,No,No,4/6/2020,3/8/2018,No,8/19/1986,Immigrant,M,35,"$102,751.00",Yes
Yes,313-701-442,Immigrant,23,M,White,No,BA,Yes,FT,"$13,221 ","$158,652 ",Married,6,0,Yes,India,979 St Margarets St ,Richboro,MA,18030,No,Yes,Yes,3/25/2016,3/28/2016,Yes,8/24/1974,US Citizen,F,47,"$45,393.00",No
Yes,843-445-706,Immigrant,39,M,African American,No,MA,Yes,FT,"$5,145 ","$61,740 ",Divorced,14,0,Yes,Cuba,36 E Main St #41,Coilwaukee,NJ,8611,Yes,Yes,No,10/17/2022,2/13/2022,No,3/12/1989,US Citizen,F,32,"$48,315.00",No
Yes,120-731-594,Immigrant,24,F,African American,No,MA,Yes,FT,"$5,104 ","$61,248 ",Married,6,0,Yes,Guatemala,229 W 13th St,Drexel Hill,IN,46804,No,No,Yes,9/22/2018,1/14/2025,Yes,10/22/1981,US Citizen,M,40,"$32,722.00",No
Yes,584-392-302,US Citizen,32,F,African American,No,college,No,FT,"$16,329 ","$195,948 ",Married,14,0,Yes,United States,4 Elmwood Avenue ,Littleton,NJ,7660,No,No,Yes,6/12/2019,2/28/2025,Yes,2/8/1989,Immigrant,M,32,"$191,496.00",Yes
Yes,787-731-575,US Citizen,44,F,Multiple Races,No,college,No,FT,"$8,403 ","$100,836 ",Married,6,0,Yes,United States,468 Stonester Ave ,Warshire,CA,91776,No,Yes,Yes,9/14/2021,11/24/2019,No,12/28/1998,Immigrant,M,23,"$80,533.00",Yes
Yes,741-909-572,Immigrant,27,M,African American,No,MA,Yes,FT,"$11,780 ","$141,360 ",Married,12,0,Yes,Dominican Republic,3 Aspen St,Ridgefield Park,NJ,8611,No,Yes,No,12/31/2016,2/7/2025,Yes,12/25/1975,US Citizen,F,46,"$33,962.00",No
Yes,115-450-346,US Citizen,27,M,African American,No,college,No,FT,"$15,440 ","$185,280 ",Divorced,4,0,Yes,United States,3 Midway Ave,Lacey,CA,92501,No,No,No,10/14/2020,4/27/2025,Yes,4/16/1973,Immigrant,F,48,"$159,372.00",No
Yes,290-167-320,US Citizen,52,F,Hispanic,Yes,college,No,FT,"$14,242 ","$170,904 ",Married,13,0,No,United States,69 N. Cross St ,Northminster,FL,33010,No,Yes,Yes,11/19/2020,7/25/2024,Yes,8/13/1997,Immigrant,M,24,"$141,766.00",No
Yes,406-748-149,US Citizen,26,F,African American,No,college,No,FT,"$7,472 ","$89,664 ",Married,0,0,No,United States,8703 Prospeock Street ,Aenah,IA,50322,No,No,Yes,6/13/2021,6/7/2017,No,12/17/1993,Immigrant,M,28,"$126,646.00",Yes
Yes,818-309-155,US Citizen,37,F,African American,No,college,No,FT,"$5,136 ","$61,632 ",Married,13,0,Yes,United States,9032 Coon Rapids Blvd Nw,Hillsboro,OH,45324,No,Yes,Yes,8/3/2023,4/23/2025,Yes,4/29/1994,Immigrant,M,27,"$169,102.00",No
Yes,208-722-182,US Citizen,22,F,African American,No,college,No,FT,"$5,017 ","$60,204 ",Married,14,0,Yes,United States,170 S. Brewery St ,North Brunswick,MD,20816,No,No,Yes,3/20/2021,4/19/2022,Yes,1/14/1995,Immigrant,M,26,"$182,189.00",No
Yes,935-582-707,Immigrant,35,F,African American,No,BA,Yes,FT,"$13,169 ","$158,028 ",Divorced,15,0,No,Dominican Republic,7525 East Cardinal Dr ,Woohold,CA,92501,No,No,No,12/9/2023,9/17/2022,No,5/1/1979,US Citizen,M,42,"$53,062.00",No
Yes,285-356-553,US Citizen,24,F,African American,No,college,No,Unemployed,$0 ,$0 ,Married,2,0,No,United States,2 Sw4 Rypress St ,Faircksburg,MD,1801,No,Yes,No,6/20/2021,5/8/2025,Yes,2/24/1991,Immigrant,M,30,"$150,005.00",Yes
Yes,900-164-249,Immigrant,37,M,Hispanic,Yes,BA,Yes,PT,"$14,646 ","$175,752 ",Married,15,0,No,Cuba,502620 Carpenter Ave #99,Pndersonville,FL,33010,No,Yes,Yes,8/30/2022,11/26/2020,No,4/21/1983,US Citizen,F,38,"$39,534.00",No
Yes,487-841-796,US Citizen,34,F,African American,No,college,No,FT,"$15,650 ","$187,800 ",Married,15,0,Yes,United States,521 Runamuck Pl #2800,Drsttown,CA,90016,No,No,Yes,10/26/2023,10/26/2018,No,8/31/1982,Immigrant,M,39,"$192,489.00",Yes
Yes,428-644-961,US Citizen,22,F,African American,No,HS,No,FT,"$13,692 ","$164,304 ",Married,13,0,No,United States,69734 W Central Ave,Lacey,CA,91776,No,No,Yes,7/3/2021,11/29/2016,No,12/8/1992,Immigrant,M,29,"$103,628.00",Yes
Yes,979-897-857,US Citizen,24,M,African American,No,college,No,FT,"$15,362 ","$184,344 ",Divorced,13,0,No,United States,12 N La San Mateo Ave,Freeton,FL,33010,No,No,Yes,11/7/2020,12/29/2019,No,1/13/1980,Immigrant,F,41,"$73,474.00",No
Yes,397-904-214,US Citizen,26,F,African American,No,HS,No,FT,"$9,135 ","$109,620 ",Divorced,4,0,No,United States,72 Manorham Dr ,Chevraiso,OH,45324,No,Yes,Yes,6/15/2017,4/2/2021,Yes,2/13/1974,Immigrant,M,47,"$179,180.00",No
Yes,314-835-881,US Citizen,32,F,White,No,college,No,FT,"$11,151 ","$133,812 ",Married,3,0,Yes,United States,65 Brookside Avenue ,Cheshire,FL,33010,No,No,Yes,5/27/2021,1/29/2023,Yes,6/3/1992,Immigrant,M,29,"$98,651.00",Yes
Yes,911-342-162,US Citizen,24,F,Hispanic,Yes,college,No,FT,"$9,240 ","$110,880 ",Married,4,0,No,United States,361 St #2 Littleton Drive ,Riverside Garden,FL,33010,No,Yes,Yes,4/7/2019,5/22/2021,Yes,9/25/1971,Immigrant,M,50,"$133,983.00",Yes
Yes,262-122-405,US Citizen,29,F,White,No,college,No,FT,"$13,914 ","$166,968 ",Married,11,0,Yes,United States,179 Wage St ,Sarasota,IA,50701,No,Yes,Yes,9/1/2023,5/23/2020,No,5/28/1973,Immigrant,M,48,"$158,052.00",Yes
Yes,109-721-255,Immigrant,27,F,African American,No,BA,Yes,PT,"$14,076 ","$168,912 ",Married,8,0,Yes,El Salvador,33869 N Main St,Massapequa,FL,33010,Yes,No,Yes,2/22/2017,11/29/2017,Yes,9/29/1983,US Citizen,M,38,"$30,763.00",No
Yes,706-472-417,US Citizen,47,F,African American,No,college,No,FT,"$5,147 ","$61,764 ",Divorced,12,0,No,United States,61 Lakeview St ,Salner,FL,33010,No,No,Yes,3/16/2016,5/13/2022,Yes,6/4/1993,Immigrant,M,28,"$162,723.00",Yes
Yes,928-974-436,US Citizen,41,F,African American,No,college,No,FT,"$6,904 ","$82,848 ",Divorced,14,0,No,United States,33104 W Hacienda Dr,Falls Church,MA,18030,No,No,Yes,10/4/2022,4/12/2018,No,7/5/1982,Immigrant,M,39,"$124,713.00",Yes
Yes,223-849-426,US Citizen,41,F,African American,No,college,No,FT,"$15,592 ","$187,104 ",Married,15,0,No,United States,61556 W E Ave,Watercksburg,FL,32254,No,No,No,10/23/2017,10/27/2016,No,3/11/1976,Immigrant,M,45,"$131,958.00",Yes
Yes,598-841-117,Immigrant,52,M,African American,No,college,No,FT,"$14,259 ","$171,108 ",Divorced,11,0,No,China,7 Fieldstone Street ,Chpia,CA,92501,No,No,Yes,6/9/2023,11/30/2019,No,6/19/1983,US Citizen,F,38,"$38,024.00",No
Yes,781-177-182,US Citizen,32,M,Hispanic,Yes,college,No,FT,"$15,909 ","$190,908 ",Divorced,5,0,Yes,United States,9290 St ,New York,IA,50322,No,No,Yes,12/8/2023,11/23/2016,No,7/9/1978,Immigrant,F,43,"$121,159.00",Yes
Yes,364-464-675,US Citizen,52,M,African American,No,college,No,FT,"$16,929 ","$203,148 ",Married,12,0,No,United States,1732 Prosperity Dr,Hamilton,FL,33010,No,No,Yes,8/31/2022,5/18/2017,No,1/12/1991,Immigrant,F,30,"$76,582.00",Yes
Yes,900-373-366,US Citizen,35,F,African American,No,college,No,FT,"$7,739 ","$92,868 ",Married,8,0,No,United States,4 Stovall St #72,Clinton,TX,79109,No,Yes,Yes,5/9/2020,12/23/2022,Yes,10/9/1997,Immigrant,M,24,"$184,213.00",Yes
Yes,800-937-757,US Citizen,33,F,Multiple Races,No,MA,Yes,FT,"$16,283 ","$195,396 ",Married,2,0,Yes,United States,,Sterling Heights,IA,50701,No,No,Yes,11/28/2019,8/11/2018,No,7/31/1974,Immigrant,M,47,"$192,816.00",Yes
Yes,608-482-262,US Citizen,23,F,African American,No,college,No,FT,"$14,406 ","$172,872 ",Married,1,0,Yes,United States,36th St,Plainville,NJ,7660,No,No,Yes,6/18/2020,8/5/2022,Yes,8/2/1977,Immigrant,M,44,"$81,213.00",Yes
Yes,986-420-157,Immigrant,30,M,African American,No,MA,Yes,FT,"$7,158 ","$85,896 ",Married,0,0,Yes,India,808 Glenwood St ,Free York,NJ,8611,No,No,Yes,8/10/2018,9/16/2022,Yes,5/23/1983,US Citizen,F,38,"$43,906.00",No
Yes,528-354-759,US Citizen,43,F,White,No,college,No,FT,"$13,287 ","$159,444 ",Married,1,0,No,United States,8932 Sherman Drive ,Mallas,PA,89701,No,No,No,12/19/2024,3/16/2019,No,12/30/1984,Immigrant,M,37,"$187,089.00",Yes
Yes,315-729-633,US Citizen,29,F,White,No,college,No,Unemployed,$0 ,$0 ,Married,15,0,Yes,United States,7016 E North3 St,Datonport,IN,46804,No,No,Yes,3/5/2016,12/24/2023,Yes,3/23/1983,Immigrant,M,38,"$60,864.00",Yes
Yes,477-543-389,US Citizen,50,F,African American,No,college,No,FT,"$9,858 ","$118,296 ",Divorced,12,0,No,United States,665 Sage St ,Fairfax,CA,91768,No,Yes,No,10/12/2022,5/10/2016,No,4/23/1981,Immigrant,M,40,"$118,778.00",No
Yes,531-243-109,Immigrant,41,M,African American,No,MA,Yes,Unemployed,"$14,251 ","$171,012 ",Divorced,11,0,No,Dominican Republic,33556 Dort Pl ,Heavengatdville,TX,79109,No,Yes,No,3/13/2023,3/17/2017,No,6/15/1992,US Citizen,F,29,"$55,249.00",No
Yes,764-953-572,US Citizen,32,F,African American,No,HS,No,FT,"$16,721 ","$200,652 ",Married,2,0,No,United States,76288thth Ave,Provileton,NV,89701,No,No,Yes,9/28/2017,11/19/2023,Yes,10/20/1993,Immigrant,M,28,"$132,697.00",Yes
Yes,261-712-431,US Citizen,32,F,African American,No,college,No,FT,"$5,429 ","$65,148 ",Married,8,0,Yes,United States,158 Highway 46,Cedar Grove,NJ,8611,No,No,Yes,8/16/2020,10/19/2020,Yes,4/1/1998,Immigrant,M,23,"$195,040.00",Yes
Yes,666-695-633,US Citizen,25,F,Multiple Races,No,HS,No,Unemployed,$0 ,$0 ,Married,1,0,Yes,United States,3 Washington St,Moss,NJ,8611,Yes,No,Yes,12/14/2019,10/19/2022,Yes,6/25/1974,Immigrant,M,47,"$148,534.00",Yes
Yes,591-648-447,Immigrant,29,M,African American,No,MA,Yes,FT,"$16,174 ","$194,088 ",Married,2,0,No,El Salvador,660 Cent Glenwood St ,Wilson,IA,50315,No,No,Yes,9/30/2017,3/25/2016,No,5/29/1978,US Citizen,F,43,"$47,359.00",No
Yes,597-828-506,US Citizen,37,F,African American,No,college,No,FT,"$9,589 ","$115,068 ",Married,5,0,Yes,United States,111 Race Ave,San Antonio,NJ,7660,No,No,Yes,2/16/2021,4/5/2017,No,2/19/1980,Immigrant,M,41,"$148,652.00",Yes
Yes,279-959-479,US Citizen,53,F,African American,No,college,No,FT,"$7,092 ","$85,104 ",Married,14,0,No,United States,8 New Charles Street ,Fort Worth,FL,33010,No,No,Yes,10/7/2023,9/14/2016,No,6/3/1974,Immigrant,M,47,"$193,110.00",Yes
Yes,207-258-442,US Citizen,28,F,African American,No,college,No,FT,"$9,341 ","$112,092 ",Married,9,0,No,United States,98812 Gold Hill Street ,Newark,NJ,7660,Yes,No,Yes,2/22/2018,1/15/2018,No,1/29/1980,Immigrant,M,41,"$61,998.00",Yes
Yes,964-386-592,Immigrant,26,M,Hispanic,Yes,MA,Yes,FT,"$16,309 ","$195,708 ",Married,3,0,No,China,72 S Beverlyth St,Orlbank,FL,33010,No,Yes,Yes,8/21/2017,8/2/2021,Yes,7/31/1993,US Citizen,F,28,"$30,885.00",No
Yes,951-971-178,US Citizen,22,F,African American,No,HS,No,Unemployed,$0 ,$0 ,Married,15,0,Yes,United States,612717Marquette Ave,Miami,MA,18030,No,Yes,Yes,9/3/2024,11/5/2019,No,4/10/1995,Immigrant,M,26,"$111,893.00",Yes
Yes,708-125-177,Immigrant,31,M,African American,No,MA,Yes,FT,"$9,025 ","$108,300 ",Married,10,0,No,Guatemala,3712 Sherman Dr,Winfield,IA,50322,No,Yes,No,2/12/2017,3/15/2021,Yes,12/24/1977,US Citizen,F,44,"$55,727.00",No
Yes,536-343-984,US Citizen,49,F,African American,No,college,No,FT,"$6,477 ","$77,724 ",Married,4,0,Yes,United States,7027 Car Pablo Street ,Martinfield,FL,3228,Yes,No,Yes,5/11/2024,6/21/2020,No,1/27/1984,Immigrant,M,37,"$191,191.00",Yes
Yes,338-244-545,US Citizen,28,F,African American,No,HS,No,Unemployed,$0 ,$0 ,Married,10,0,No,United States,3319 Whitemarsh Rd ,Valley Park,IA,50315,No,No,Yes,12/1/2021,6/1/2021,No,8/29/1984,Immigrant,M,37,"$88,104.00",Yes
Yes,931-464-814,US Citizen,36,F,Hispanic,Yes,college,No,FT,"$10,446 ","$125,352 ",Married,1,0,No,United States,7289 Sacker Dr,Los Angeles,NJ,7660,No,No,Yes,8/9/2022,12/2/2023,Yes,6/20/1990,Immigrant,M,31,"$104,803.00",Yes
Yes,678-559-207,Immigrant,29,M,African American,No,college,No,FT,"$9,013 ","$108,156 ",Married,1,0,Yes,India,2167 Dorsett Rd,Osndusky,NJ,7660,No,Yes,Yes,11/25/2016,10/2/2019,Yes,1/7/1972,US Citizen,F,49,"$30,897.00",No
Yes,709-254-333,Immigrant,24,M,African American,No,BA,Yes,Unemployed,"$8,879 ","$106,548 ",Married,13,0,Yes,Dominican Republic,8 Ralphold Ave,Philadelphia,CA,9004,No,No,Yes,7/22/2025,2/9/2019,No,1/6/1994,US Citizen,F,27,"$32,191.00",No
Yes,672-568-786,US Citizen,22,F,White,No,college,No,FT,"$6,211 ","$74,532 ",Married,12,0,Yes,United States,4 Kohler Memorial Dr,Norman,NJ,7660,No,No,No,1/5/2019,3/5/2020,Yes,10/7/1991,Immigrant,M,30,"$188,936.00",Yes
Yes,743-925-529,US Citizen,37,M,White,No,college,No,FT,"$6,833 ","$81,996 ",Married,2,0,Yes,United States,69 Cross St ,Tuoga,IA,50315,No,No,No,5/2/2021,11/30/2021,Yes,10/31/1996,Immigrant,F,25,"$165,644.00",No
Yes,556-588-739,US Citizen,47,F,African American,No,HS,No,Unemployed,$0 ,$0 ,Married,2,0,Yes,United States,2 W Haven St,Brandon,NJ,7660,No,No,Yes,1/30/2016,6/23/2017,Yes,6/11/1983,Immigrant,M,38,"$157,993.00",Yes
Yes,289-222-743,US Citizen,24,F,African American,No,HS,No,FT,"$9,750 ","$117,000 ",Married,4,0,No,United States,875 Jacksonville Rd,Milledgeville,IA,50315,No,No,Yes,4/14/2024,1/1/2017,No,10/31/1980,Immigrant,M,41,"$137,794.00",Yes
Yes,727-328-913,US Citizen,37,M,Hispanic,Yes,HS,No,Unemployed,$0 ,$0 ,Married,12,0,No,United States,7198 Rd #90,Brayetteville,CA,91784,No,No,Yes,12/24/2023,8/24/2025,Yes,3/19/1990,Immigrant,F,31,"$92,091.00",Yes
Yes,797-596-751,Immigrant,32,M,White,No,MA,Yes,PT,"$13,024 ","$156,288 ",Divorced,14,0,No,China,71 San Mateo Ave,Overland Park,IN,46804,No,No,Yes,5/1/2020,3/9/2017,No,9/24/1972,US Citizen,F,49,"$50,549.00",No
Yes,674-256-340,US Citizen,36,F,Hispanic,Yes,college,No,FT,"$15,159 ","$181,908 ",Divorced,1,0,Yes,United States,80 Main St,Conroe,IA,50315,No,No,No,3/9/2024,3/2/2018,No,9/16/1976,Immigrant,M,45,"$134,852.00",Yes
Yes,168-605-569,US Citizen,48,F,African American,No,college,No,FT,"$13,622 ","$163,464 ",Divorced,6,0,No,United States,87 Mountain St E,Escondido,IA,50322,No,No,Yes,6/1/2019,9/8/2023,Yes,7/26/1986,Immigrant,M,35,"$130,111.00",Yes
Yes,779-335-965,US Citizen,35,M,White,No,BS,Yes,FT,"$10,275 ","$123,300 ",Married,2,0,Yes,United States,7 E Sunset Ave Ne,Norwalk,FL,3228,No,Yes,Yes,12/2/2023,7/1/2021,No,12/20/1992,Immigrant,F,29,"$73,228.00",Yes
Yes,237-973-644,US Citizen,42,F,African American,No,college,No,FT,"$8,637 ","$103,644 ",Divorced,5,0,No,United States,2500 Pringle Rd #1222 New St,Milwaukee,IA,50701,No,No,Yes,6/28/2024,1/25/2023,No,12/28/1992,Immigrant,M,29,"$64,523.00",Yes
Yes,614-654-509,US Citizen,23,F,African American,No,college,No,FT,"$7,436 ","$89,232 ",Married,9,0,Yes,United States,6 Birch Hill Ave #84,Greenley,OH,45324,No,No,Yes,9/19/2017,12/31/2017,Yes,12/10/1975,Immigrant,M,46,"$61,283.00",No
Yes,953-777-171,US Citizen,25,M,Multiple Races,No,HS,No,Unemployed,$0 ,$0 ,Married,9,0,Yes,United States,910 Applegate Street ,Terledo,CA,92501,No,No,No,5/13/2020,2/22/2018,No,3/5/1986,Immigrant,F,35,"$71,824.00",Yes
Yes,253-855-388,US Citizen,51,F,White,No,college,No,FT,"$16,097 ","$193,164 ",Married,12,0,Yes,United States,72 Creekside Street ,Camden,FL,33010,No,No,Yes,4/22/2017,12/7/2018,Yes,3/7/1997,Immigrant,M,24,"$186,431.00",No
Yes,762-999-624,US Citizen,40,F,African American,No,college,No,FT,"$12,603 ","$151,236 ",Divorced,5,0,Yes,United States,332 Hedarwood Ave,Sanlliance,IA,50322,No,Yes,No,2/26/2021,7/23/2016,No,4/5/1973,Immigrant,M,48,"$115,260.00",Yes
Yes,829-449-921,US Citizen,37,M,African American,No,college,No,FT,"$12,674 ","$152,088 ",Divorced,9,0,Yes,United States,69 N. Brick Hill Street ,Yonkers,CA,91776,No,Yes,Yes,4/22/2020,3/23/2023,Yes,6/3/1988,Immigrant,F,33,"$126,529.00",Yes
Yes,606-918-292,US Citizen,46,M,Hispanic,Yes,HS,No,Unemployed,$0 ,$0 ,Married,9,0,Yes,United States,279 St Margarets Street ,Beachboro,CA,90016,No,No,Yes,5/24/2017,3/13/2021,Yes,12/3/1989,Immigrant,F,32,"$110,660.00",No
Yes,544-618-753,US Citizen,25,F,African American,No,college,No,Unemployed,$0 ,$0 ,Married,8,0,Yes,United States,61381 Jenks Ave,Scothold,NJ,7660,No,Yes,Yes,1/23/2018,9/18/2021,Yes,11/10/1984,Immigrant,M,37,"$149,504.00",Yes
Yes,878-531-474,US Citizen,28,F,African American,No,college,No,FT,"$5,033 ","$60,396 ",Married,10,0,Yes,United States,719 Wd Littleton Ave ,Norwood,CA,91776,No,No,Yes,12/13/2023,3/11/2021,No,2/14/1996,Immigrant,M,25,"$68,427.00",Yes
Yes,650-554-244,Immigrant,28,M,African American,No,college,No,FT,"$13,696 ","$164,352 ",Married,8,0,Yes,El Salvador,89992 E 15th St,Saint Paul,IN,46804,No,No,No,10/23/2024,6/19/2016,No,7/2/1972,US Citizen,F,49,"$56,923.00",No
Yes,917-783-720,US Citizen,40,F,African American,No,college,No,FT,"$11,487 ","$137,844 ",Divorced,13,0,No,United States,53ington Vil Ave,Latrobe,IA,50322,Yes,No,No,10/23/2018,2/15/2025,Yes,3/27/1975,Immigrant,M,46,"$65,796.00",Yes
Yes,301-461-758,US Citizen,28,F,African American,No,college,No,FT,"$7,246 ","$86,952 ",Married,6,0,Yes,United States,286 S. Green View St,Balloxi,NJ,7660,No,No,Yes,3/31/2021,3/1/2023,Yes,7/18/1974,Immigrant,M,47,"$191,918.00",Yes
Yes,665-778-294,US Citizen,50,M,African American,No,college,No,FT,"$13,193 ","$158,316 ",Divorced,1,0,No,United States,200 Pringle E Nw,Tokopee,NJ,8611,No,No,No,5/16/2025,3/1/2021,No,11/17/1973,Immigrant,F,48,"$159,077.00",No
Yes,807-579-212,US Citizen,34,F,African American,No,college,No,FT,"$9,358 ","$112,296 ",Married,0,0,Yes,United States,76 W. Rockwell Street ,Yonx,CA,91784,No,No,Yes,9/20/2020,8/10/2018,No,6/13/1975,Immigrant,M,46,"$108,020.00",Yes
Yes,946-420-937,US Citizen,39,F,African American,No,college,No,FT,"$5,043 ","$60,516 ",Married,8,0,No,United States,7194 N 30217 Greenington St ,Calumet City,NJ,7660,No,No,No,12/19/2023,7/15/2025,Yes,7/31/1989,Immigrant,M,32,"$119,825.00",Yes
Yes,304-537-618,US Citizen,31,F,Hispanic,Yes,college,No,FT,"$15,301 ","$183,612 ",Divorced,4,0,Yes,United States,2500 Pringle Rd ,North Brunswick,IA,50701,No,No,Yes,5/7/2023,3/16/2021,No,12/13/1983,Immigrant,M,38,"$138,698.00",Yes
Yes,701-260-643,Immigrant,31,M,African American,No,MA,Yes,FT,"$13,370 ","$160,440 ",Married,6,0,No,El Salvador,22 Spruce St #595,Brooklyn,IA,50701,No,No,Yes,3/25/2016,9/2/2017,Yes,4/23/1979,US Citizen,F,42,"$32,542.00",No
Yes,639-631-876,Immigrant,30,M,African American,No,BA,Yes,Unemployed,"$11,948 ","$143,376 ",Divorced,6,0,Yes,China,762 Creekview Lane ,Heckerton,IA,50701,No,No,Yes,8/3/2023,2/17/2016,No,10/29/1973,US Citizen,F,48,"$45,793.00",No
Yes,842-836-118,US Citizen,27,M,Hispanic,Yes,HS,No,FT,"$11,271 ","$135,252 ",Married,13,0,No,United States,38081 Mayman Drive ,Newark,IA,50310,No,No,Yes,8/3/2024,2/13/2024,No,1/30/1987,Immigrant,F,34,"$93,580.00",Yes
